ANMOIS;APT;APT_NOM;APT_ZON;APT_PEQ;APT_PAX_dep;APT_PAX_arr;APT_PAX_tr;APT_FRP_dep;APT_FRP_arr;APT_NMVT_mxt;APT_NMVT_cgo;source_file
199801;FMCZ;MAYOTTE-MARCEL HENRY;OM;8222;2836;3761;614;12,2;89;126;0;ASP_APT_1998.csv
199801;FMEE;LA REUNION-ROLAND GARROS;OM;170717;69365;70965;11465;646,6;1245,6;1224;34;ASP_APT_1998.csv
199801;LFBA;AGEN-LA GARENNE;MT;1954;986;961;7;0;0;168;0;ASP_APT_1998.csv
199801;LFBD;BORDEAUX-MERIGNAC;MT;208775;96117;95143;2910;712,1;748,5;3750;194;ASP_APT_1998.csv
199801;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;1306;610;581;115;0;0;155;0;ASP_APT_1998.csv
199801;LFBH;LA ROCHELLE-ILE DE RE;MT;2648;1401;1247;0;0;0;185;0;ASP_APT_1998.csv
199801;LFBI;POITIERS-BIARD;MT;9752;1566;1657;661;290,5;296,4;388;46;ASP_APT_1998.csv
199801;LFBL;LIMOGES-BELLEGARDE;MT;10971;4825;4580;64;78,4;71,9;421;41;ASP_APT_1998.csv
199801;LFBO;TOULOUSE-BLAGNAC;MT;407941;182188;177644;8401;1079,8;2891;5882;477;ASP_APT_1998.csv
199801;LFBP;PAU-PYRENEES;MT;48312;23429;22158;1109;89;72,6;926;42;ASP_APT_1998.csv
199801;LFBT;TARBES-LOURDES-PYRENEES;MT;8796;4364;4405;0;0,3;2,4;141;0;ASP_APT_1998.csv
199801;LFBU;ANGOULEME-BRIE-CHAMPNIERS;MT;1359;686;673;0;0;0;117;0;ASP_APT_1998.csv
199801;LFBV;BRIVE-LA-ROCHE;MT;2806;1392;1414;0;0;0;123;0;ASP_APT_1998.csv
199801;LFBX;PERIGUEUX-BASSILLAC;MT;2850;1460;1390;0;0;0;168;0;ASP_APT_1998.csv
199801;LFBZ;BIARRITZ-PAYS-BASQUE;MT;45868;23856;21506;72;23,1;20,3;757;0;ASP_APT_1998.csv
199801;LFCK;CASTRES-MAZAMET;MT;1678;852;826;0;0;0;164;0;ASP_APT_1998.csv
199801;LFCR;RODEZ-AVEYRON;MT;5868;2761;2542;557;0,8;0;278;0;ASP_APT_1998.csv
199801;LFEC;OUESSANT;MT;1141;573;474;0;1;8,4;180;0;ASP_APT_1998.csv
199801;LFJL;METZ-NANCY-LORRAINE;MT;16811;7595;6233;21;118,4;177,8;633;80;ASP_APT_1998.csv
199801;LFKB;BASTIA-PORETTA;MT;48330;22109;19138;658;186,7;455,9;836;152;ASP_APT_1998.csv
199801;LFKC;CALVI-STE-CATHERINE;MT;5493;3169;2294;0;0;3;166;0;ASP_APT_1998.csv
199801;LFKF;FIGARI-SUD-CORSE;MT;8165;4613;3551;1;0;0;246;0;ASP_APT_1998.csv
199801;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;43318;21918;18331;4;38,7;267,8;801;129;ASP_APT_1998.csv
199801;LFLB;CHAMBERY-AIX-LES-BAINS;MT;16530;8017;8496;13;0,2;0,2;414;0;ASP_APT_1998.csv
199801;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;51874;23367;23247;3180;100;108,1;1977;42;ASP_APT_1998.csv
199801;LFLL;LYON-ST-EXUPERY;MT;440392;199127;199919;10932;1430,2;1611,2;7440;735;ASP_APT_1998.csv
199801;LFLP;ANNECY-MEYTHET;MT;6675;3278;3393;0;0,4;0;283;0;ASP_APT_1998.csv
199801;LFLS;GRENOBLE-ALPES-ISERE;MT;42593;20860;21446;53;12,1;11,3;535;0;ASP_APT_1998.csv
199801;LFMH;ST-ETIENNE-LOIRE;MT;10941;5372;5542;0;2;0,8;1038;0;ASP_APT_1998.csv
199801;LFMK;CARCASSONNE-SALVAZA;MT;1982;1011;971;0;0;0;140;0;ASP_APT_1998.csv
199801;LFML;MARSEILLE-PROVENCE;MT;442341;191963;192252;11985;2110,4;2503,6;6367;590;ASP_APT_1998.csv
199801;LFMN;NICE-COTE D'AZUR;MT;504326;242996;236587;5111;1200,5;762,6;12851;179;ASP_APT_1998.csv
199801;LFMP;PERPIGNAN-RIVESALTES;MT;29167;15065;13866;0;18,5;5;475;0;ASP_APT_1998.csv
199801;LFMT;MONTPELLIER-MEDITERRANEE;MT;117406;54051;52772;343;477;547,1;1875;126;ASP_APT_1998.csv
199801;LFMU;BEZIERS-VIAS;MT;4618;2402;2198;0;0,6;1,2;144;0;ASP_APT_1998.csv
199801;LFMV;AVIGNON-CAUMONT;MT;9683;5033;4643;0;0,3;0,3;307;0;ASP_APT_1998.csv
199801;LFOB;BEAUVAIS-TILLE;MT;18967;8754;9175;150;62,7;26,1;243;6;ASP_APT_1998.csv
199801;LFOH;LE HAVRE-OCTEVILLE;MT;5529;2130;1892;1507;0;0;603;0;ASP_APT_1998.csv
199801;LFOP;ROUEN-VALLEE DE SEINE;MT;2171;1122;1027;4;1,9;0;279;2;ASP_APT_1998.csv
199801;LFPG;PARIS-CHARLES DE GAULLE;MT;3557889;1329222;1303415;15045;46759,8;44261;31250;2483;ASP_APT_1998.csv
199801;LFPO;PARIS-ORLY;MT;2094091;929870;964438;2260;11117,2;8635,1;20192;150;ASP_APT_1998.csv
199801;LFQQ;LILLE-LESQUIN;MT;47368;23254;23399;18;52,6;17,2;1552;26;ASP_APT_1998.csv
199801;LFRB;BREST-BRETAGNE;MT;52609;24901;22989;2536;106,1;112,3;1079;42;ASP_APT_1998.csv
199801;LFRC;CHERBOURG-MAUPERTUS;MT;1286;669;617;0;0;0;133;0;ASP_APT_1998.csv
199801;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;2520;1297;1146;14;0,8;5,5;183;4;ASP_APT_1998.csv
199801;LFRH;LORIENT-LANN-BIHOUE;MT;14869;7750;7022;0;0,9;8,7;309;0;ASP_APT_1998.csv
199801;LFRK;CAEN-CARPIQUET;MT;3756;1790;1844;116;0,6;0;303;0;ASP_APT_1998.csv
199801;LFRN;RENNES-ST-JACQUES;MT;29517;12230;11548;291;269,3;275,6;1361;88;ASP_APT_1998.csv
199801;LFRO;LANNION;MT;3426;1719;1676;0;3,1;0;91;0;ASP_APT_1998.csv
199801;LFRQ;QUIMPER-PLUGUFFAN;MT;8986;4469;4489;0;1,3;1,5;162;0;ASP_APT_1998.csv
199801;LFRS;NANTES-ATLANTIQUE;MT;101857;45835;43212;6022;320,8;358,1;2916;57;ASP_APT_1998.csv
199801;LFRZ;ST-NAZAIRE-MONTOIR;MT;7844;11;24;4;492,3;288,1;10;45;ASP_APT_1998.csv
199801;LFSB;BALE-MULHOUSE;MT;199827;82811;93000;2451;1202,6;953,9;5616;368;ASP_APT_1998.csv
199801;LFSD;DIJON-LONGVIC;MT;1860;836;973;49;0,2;0;210;0;ASP_APT_1998.csv
199801;LFSG;EPINAL-MIRECOURT;MT;1021;511;490;0;0,6;1,4;123;4;ASP_APT_1998.csv
199801;LFST;STRASBOURG-ENTZHEIM;MT;165734;78535;80232;283;332,6;335,8;3468;84;ASP_APT_1998.csv
199801;LFTH;TOULON-HYERES;MT;43058;22236;20580;0;10,3;13,9;827;0;ASP_APT_1998.csv
199801;LFTW;NIMES-GARONS;MT;21892;11076;10544;0;8,3;18,9;254;0;ASP_APT_1998.csv
199801;LFVP;ST-PIERRE-POINTE BLANCHE;OM;2149;988;934;0;3,6;19,2;187;0;ASP_APT_1998.csv
199801;NLWW;WALLIS-HIHIFO;OM;2852;1191;1183;317;2,8;13,3;82;0;ASP_APT_1998.csv
199801;NTAA;TAHITI FAA'A;OM;99074;41899;48737;1449;206,2;492,7;3211;0;ASP_APT_1998.csv
199801;NTAR;RURUTU;OM;1521;661;391;385;3,7;4,8;49;0;ASP_APT_1998.csv
199801;NTAT;TUBUAI MATAURA;OM;1600;687;457;304;8,5;6,7;48;0;ASP_APT_1998.csv
199801;NTGI;MANIHI;OM;1649;757;652;154;1,1;7,4;78;0;ASP_APT_1998.csv
199801;NTMD;NUKU HIVA;OM;2011;972;712;206;5,4;6,7;101;0;ASP_APT_1998.csv
199801;NTMN;HIVA OA-ATUONA;OM;1006;479;369;115;1,1;3,2;62;0;ASP_APT_1998.csv
199801;NTTB;BORA BORA;OM;14101;6789;6327;787;4;15,7;448;0;ASP_APT_1998.csv
199801;NTTE;TETIAROA;OM;1037;561;476;0;0;0;122;0;ASP_APT_1998.csv
199801;NTTG;RANGIROA;OM;6326;2414;2437;1187;12,3;16,5;301;0;ASP_APT_1998.csv
199801;NTTH;HUAHINE;OM;11697;3537;2894;5180;2,4;6,2;435;0;ASP_APT_1998.csv
199801;NTTM;MOOREA;OM;17393;8875;8090;424;0,3;0,2;1867;0;ASP_APT_1998.csv
199801;NTTO;HAO;OM;2470;925;957;492;2,9;6,8;124;0;ASP_APT_1998.csv
199801;NTTR;RAIATEA;OM;12302;5342;4448;2297;5,9;15,6;393;0;ASP_APT_1998.csv
199801;NTTX;MURUROA;OM;1073;389;477;207;0;0;34;0;ASP_APT_1998.csv
199801;NWWE;ILE DES PINS;OM;10312;5072;5003;0;6,7;17;388;0;ASP_APT_1998.csv
199801;NWWL;LIFOU;OM;8889;3971;3769;798;8,5;26,7;328;0;ASP_APT_1998.csv
199801;NWWM;NOUMEA MAGENTA;OM;27053;12878;13198;6;77,3;19,8;1023;0;ASP_APT_1998.csv
199801;NWWR;MARE;OM;4653;2122;2144;154;4,1;19,3;173;0;ASP_APT_1998.csv
199801;NWWV;OUVEA;OM;4551;2144;2074;186;1,7;13;168;0;ASP_APT_1998.csv
199801;NWWW;NOUMEA LA TONTOUTA;OM;41115;21288;16050;58;80,2;291,7;333;1;ASP_APT_1998.csv
199801;SOCA;CAYENNE-FELIX EBOUE;OM;38353;14358;17443;995;118,9;436,8;955;111;ASP_APT_1998.csv
199801;SOOA;MARIPASOULA;OM;1831;785;696;0;0;34,9;168;73;ASP_APT_1998.csv
199801;SOOG;ST-GEORGES-DE-L'OYAPOCK;OM;2424;1401;880;0;0,1;14,2;254;19;ASP_APT_1998.csv
199801;TFFF;MARTINIQUE-AIME CESAIRE;OM;178593;80614;82867;3053;384,8;821,1;2603;352;ASP_APT_1998.csv
199801;TFFG;ST-MARTIN-GRAND-CASE;OM;7587;3959;3240;60;5,1;27,8;1146;30;ASP_APT_1998.csv
199801;TFFJ;ST-BARTHELEMY;OM;22603;11568;10365;435;4,1;19,5;3354;2;ASP_APT_1998.csv
199801;TFFM;MARIE-GALANTE;OM;2414;1171;1241;0;0,1;0,1;170;0;ASP_APT_1998.csv
199801;TFFR;GUADELOUPE-MARYSE CONDE;OM;214122;91788;97499;12768;292,1;914,7;3265;246;ASP_APT_1998.csv
199801;TFFS;LES SAINTES-TERRE-DE-HAUT;OM;1562;843;719;0;0;0;263;0;ASP_APT_1998.csv
199801;ZZMT; AUTRES APT (MT);MT;11597;5343;5227;8;60,1;42;1861;80;ASP_APT_1998.csv
199801;ZZOM; AUTRES APT (OM);OM;14436;6114;5270;1962;41,3;68,1;1517;4;ASP_APT_1998.csv
199802;FMCZ;MAYOTTE-MARCEL HENRY;OM;6451;2907;2249;468;21;61,7;102;0;ASP_APT_1998.csv
199802;FMEE;LA REUNION-ROLAND GARROS;OM;115916;37806;47293;11295;568,7;1383,5;804;32;ASP_APT_1998.csv
199802;LFBA;AGEN-LA GARENNE;MT;1792;901;891;0;0;0;147;0;ASP_APT_1998.csv
199802;LFBD;BORDEAUX-MERIGNAC;MT;208654;95352;95559;3814;707,5;685,4;3402;212;ASP_APT_1998.csv
199802;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;1238;515;554;169;0;0;153;0;ASP_APT_1998.csv
199802;LFBH;LA ROCHELLE-ILE DE RE;MT;2736;1407;1329;0;0;0;206;0;ASP_APT_1998.csv
199802;LFBI;POITIERS-BIARD;MT;8938;1553;1566;605;261;260,4;439;41;ASP_APT_1998.csv
199802;LFBL;LIMOGES-BELLEGARDE;MT;10244;4508;4269;0;73,1;73,6;410;39;ASP_APT_1998.csv
199802;LFBO;TOULOUSE-BLAGNAC;MT;409109;181138;184713;7101;953,2;2662,5;5456;447;ASP_APT_1998.csv
199802;LFBP;PAU-PYRENEES;MT;47613;22101;22895;1016;88,4;71,7;872;40;ASP_APT_1998.csv
199802;LFBT;TARBES-LOURDES-PYRENEES;MT;22676;11117;11544;0;0,3;1,2;284;0;ASP_APT_1998.csv
199802;LFBU;ANGOULEME-BRIE-CHAMPNIERS;MT;1308;651;657;0;0;0;132;0;ASP_APT_1998.csv
199802;LFBV;BRIVE-LA-ROCHE;MT;2747;1362;1385;0;0;0;117;0;ASP_APT_1998.csv
199802;LFBX;PERIGUEUX-BASSILLAC;MT;2848;1425;1409;14;0;0;150;1;ASP_APT_1998.csv
199802;LFBZ;BIARRITZ-PAYS-BASQUE;MT;45987;22173;23101;299;20,6;20,9;739;0;ASP_APT_1998.csv
199802;LFCK;CASTRES-MAZAMET;MT;1733;877;856;0;0;0;168;0;ASP_APT_1998.csv
199802;LFCR;RODEZ-AVEYRON;MT;6277;2987;2840;443;0,7;0;280;0;ASP_APT_1998.csv
199802;LFJL;METZ-NANCY-LORRAINE;MT;18460;7752;7650;139;132,2;159,8;688;82;ASP_APT_1998.csv
199802;LFKB;BASTIA-PORETTA;MT;49815;20286;22617;756;162,5;453,1;779;147;ASP_APT_1998.csv
199802;LFKC;CALVI-STE-CATHERINE;MT;6767;3144;3569;0;0,3;5,1;164;0;ASP_APT_1998.csv
199802;LFKF;FIGARI-SUD-CORSE;MT;7818;3791;4025;2;0;0;220;0;ASP_APT_1998.csv
199802;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;44889;20126;21794;66;38,9;251,4;747;136;ASP_APT_1998.csv
199802;LFLB;CHAMBERY-AIX-LES-BAINS;MT;16332;8180;8129;20;0,2;0,1;470;2;ASP_APT_1998.csv
199802;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;54911;24278;25149;3679;85,9;94,6;2136;38;ASP_APT_1998.csv
199802;LFLL;LYON-ST-EXUPERY;MT;431419;194426;199330;8799;1340,9;1545,6;7004;726;ASP_APT_1998.csv
199802;LFLP;ANNECY-MEYTHET;MT;7263;3604;3649;0;1;0;288;0;ASP_APT_1998.csv
199802;LFLS;GRENOBLE-ALPES-ISERE;MT;40848;19916;20639;143;7,8;7,2;507;0;ASP_APT_1998.csv
199802;LFLW;AURILLAC;MT;1164;567;597;0;0;0;98;0;ASP_APT_1998.csv
199802;LFLX;CHATEAUROUX-DEOLS;MT;1273;214;241;0;71,8;10;21;0;ASP_APT_1998.csv
199802;LFMH;ST-ETIENNE-LOIRE;MT;11659;5741;5892;0;1,5;1,1;1017;0;ASP_APT_1998.csv
199802;LFMK;CARCASSONNE-SALVAZA;MT;1784;875;909;0;0;0;125;0;ASP_APT_1998.csv
199802;LFML;MARSEILLE-PROVENCE;MT;432133;188252;186438;11221;2117;2505,2;5975;583;ASP_APT_1998.csv
199802;LFMN;NICE-COTE D'AZUR;MT;531796;250487;255435;5278;1274;785,6;12898;169;ASP_APT_1998.csv
199802;LFMP;PERPIGNAN-RIVESALTES;MT;30244;14298;15663;0;21,5;6,8;433;0;ASP_APT_1998.csv
199802;LFMT;MONTPELLIER-MEDITERRANEE;MT;110020;50571;50348;338;412,3;464,1;1593;107;ASP_APT_1998.csv
199802;LFMU;BEZIERS-VIAS;MT;4524;2271;2241;0;0,7;0,5;139;0;ASP_APT_1998.csv
199802;LFMV;AVIGNON-CAUMONT;MT;8696;4353;4231;98;0,5;0,9;248;0;ASP_APT_1998.csv
199802;LFOB;BEAUVAIS-TILLE;MT;15874;8135;7713;0;1,6;1,1;204;0;ASP_APT_1998.csv
199802;LFOH;LE HAVRE-OCTEVILLE;MT;6278;2568;2050;1659;0,1;0,1;633;0;ASP_APT_1998.csv
199802;LFOP;ROUEN-VALLEE DE SEINE;MT;2330;1177;1116;0;0,1;3,6;311;0;ASP_APT_1998.csv
199802;LFOT;TOURS-VAL DE LOIRE;MT;1038;486;550;2;0;0;88;0;ASP_APT_1998.csv
199802;LFPG;PARIS-CHARLES DE GAULLE;MT;3486104;1292999;1261478;13222;49607;42233,6;28833;2388;ASP_APT_1998.csv
199802;LFPO;PARIS-ORLY;MT;2021131;926360;894700;1650;11163,8;8678,3;18393;139;ASP_APT_1998.csv
199802;LFQQ;LILLE-LESQUIN;MT;57223;27446;27109;2188;8,4;39,6;1487;13;ASP_APT_1998.csv
199802;LFRB;BREST-BRETAGNE;MT;53280;24063;25419;1807;89,6;109,5;985;40;ASP_APT_1998.csv
199802;LFRC;CHERBOURG-MAUPERTUS;MT;1194;528;666;0;0;0;107;0;ASP_APT_1998.csv
199802;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;1431;700;714;0;0,9;0,8;142;0;ASP_APT_1998.csv
199802;LFRH;LORIENT-LANN-BIHOUE;MT;15092;7446;7588;1;0,4;5,3;293;0;ASP_APT_1998.csv
199802;LFRK;CAEN-CARPIQUET;MT;4453;2061;2064;327;0;0,1;305;0;ASP_APT_1998.csv
199802;LFRN;RENNES-ST-JACQUES;MT;29900;12072;12357;253;269,4;252,4;1313;83;ASP_APT_1998.csv
199802;LFRO;LANNION;MT;3480;1766;1684;0;3;0;92;0;ASP_APT_1998.csv
199802;LFRQ;QUIMPER-PLUGUFFAN;MT;8218;4106;4100;0;0,7;0,5;131;0;ASP_APT_1998.csv
199802;LFRS;NANTES-ATLANTIQUE;MT;110499;47838;47693;6625;399,7;434,5;2770;121;ASP_APT_1998.csv
199802;LFRT;ST-BRIEUC-ARMOR;MT;1023;532;486;0;0;0,5;119;2;ASP_APT_1998.csv
199802;LFRZ;ST-NAZAIRE-MONTOIR;MT;5864;41;49;8;380,1;196,5;17;36;ASP_APT_1998.csv
199802;LFSB;BALE-MULHOUSE;MT;226245;89960;85645;2053;2445,9;2412,8;5591;208;ASP_APT_1998.csv
199802;LFSD;DIJON-LONGVIC;MT;1622;939;661;20;0,2;0;189;0;ASP_APT_1998.csv
199802;LFST;STRASBOURG-ENTZHEIM;MT;158398;77651;74376;232;312,2;301,7;3195;78;ASP_APT_1998.csv
199802;LFTG;CANNES;MT;1226;726;500;0;0;0;614;0;ASP_APT_1998.csv
199802;LFTH;TOULON-HYERES;MT;46296;23089;22904;14;12;17;784;0;ASP_APT_1998.csv
199802;LFTW;NIMES-GARONS;MT;20486;10102;10121;0;8,1;18,2;235;1;ASP_APT_1998.csv
199802;LFVP;ST-PIERRE-POINTE BLANCHE;OM;2351;1152;1003;0;2,4;17,3;180;0;ASP_APT_1998.csv
199802;NLWF;FUTUNA;OM;1015;576;403;0;0,9;2,6;90;0;ASP_APT_1998.csv
199802;NLWW;WALLIS-HIHIFO;OM;3395;1290;1536;336;4,2;19,1;116;0;ASP_APT_1998.csv
199802;NTAA;TAHITI FAA'A;OM;84872;38484;37550;989;200,6;584,3;2616;0;ASP_APT_1998.csv
199802;NTAR;RURUTU;OM;1062;331;319;334;2,9;4,9;38;0;ASP_APT_1998.csv
199802;NTGI;MANIHI;OM;1145;405;526;120;1,3;8,2;60;0;ASP_APT_1998.csv
199802;NTMD;NUKU HIVA;OM;1870;852;859;13;6,9;7,6;104;0;ASP_APT_1998.csv
199802;NTTB;BORA BORA;OM;12633;5891;6025;544;4;13,4;380;0;ASP_APT_1998.csv
199802;NTTG;RANGIROA;OM;4899;1979;1739;951;10,9;12,2;245;0;ASP_APT_1998.csv
199802;NTTH;HUAHINE;OM;10466;2718;2783;4874;2,7;6,4;363;0;ASP_APT_1998.csv
199802;NTTM;MOOREA;OM;14696;7388;6976;329;0,2;0,1;1547;0;ASP_APT_1998.csv
199802;NTTO;HAO;OM;1682;565;537;488;2,7;6,5;92;0;ASP_APT_1998.csv
199802;NTTR;RAIATEA;OM;10089;3909;3935;2033;6,3;14,9;340;0;ASP_APT_1998.csv
199802;NWWE;ILE DES PINS;OM;7635;3857;3582;0;5,3;14,3;271;0;ASP_APT_1998.csv
199802;NWWL;LIFOU;OM;9210;4440;3676;747;6;28,6;324;0;ASP_APT_1998.csv
199802;NWWM;NOUMEA MAGENTA;OM;24823;10845;13071;0;73,7;17;917;0;ASP_APT_1998.csv
199802;NWWR;MARE;OM;4694;2503;1831;122;4,4;19,4;163;0;ASP_APT_1998.csv
199802;NWWV;OUVEA;OM;4578;2371;1899;178;2,1;10,8;170;0;ASP_APT_1998.csv
199802;NWWW;NOUMEA LA TONTOUTA;OM;35561;12411;19456;113;85,4;272,7;285;1;ASP_APT_1998.csv
199802;SOCA;CAYENNE-FELIX EBOUE;OM;33725;13682;14511;673;148;338;810;93;ASP_APT_1998.csv
199802;SOOA;MARIPASOULA;OM;1586;652;632;0;0,2;29,9;141;58;ASP_APT_1998.csv
199802;SOOG;ST-GEORGES-DE-L'OYAPOCK;OM;2517;1151;1213;0;0,3;15,1;215;17;ASP_APT_1998.csv
199802;TFFF;MARTINIQUE-AIME CESAIRE;OM;170112;75383;77085;3115;612,1;840,8;2334;160;ASP_APT_1998.csv
199802;TFFG;ST-MARTIN-GRAND-CASE;OM;7062;3775;3002;63;2,6;19,7;1062;36;ASP_APT_1998.csv
199802;TFFJ;ST-BARTHELEMY;OM;20081;9717;9745;324;2,2;27,4;3048;2;ASP_APT_1998.csv
199802;TFFM;MARIE-GALANTE;OM;2034;985;1047;0;0,1;0,1;152;0;ASP_APT_1998.csv
199802;TFFR;GUADELOUPE-MARYSE CONDE;OM;203365;87356;88815;11432;486,2;1090,1;2883;218;ASP_APT_1998.csv
199802;TFFS;LES SAINTES-TERRE-DE-HAUT;OM;1238;641;597;0;0;0;196;0;ASP_APT_1998.csv
199802;ZZMT; AUTRES APT (MT);MT;8723;3936;4381;11;16,7;22,8;1610;62;ASP_APT_1998.csv
199802;ZZOM; AUTRES APT (OM);OM;14333;5554;5698;1960;44,3;67,6;1484;10;ASP_APT_1998.csv
199803;FMCZ;MAYOTTE-MARCEL HENRY;OM;7008;2909;2542;649;9,9;80,9;120;0;ASP_APT_1998.csv
199803;FMEE;LA REUNION-ROLAND GARROS;OM;134528;50320;46161;13298;695,4;1779,5;972;36;ASP_APT_1998.csv
199803;LFBA;AGEN-LA GARENNE;MT;2362;1216;1129;17;0;0;183;0;ASP_APT_1998.csv
199803;LFBD;BORDEAUX-MERIGNAC;MT;238004;109061;109674;3522;771,3;803,4;3862;227;ASP_APT_1998.csv
199803;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;1629;758;734;137;0;0;174;0;ASP_APT_1998.csv
199803;LFBH;LA ROCHELLE-ILE DE RE;MT;3260;1679;1581;0;0;0;234;0;ASP_APT_1998.csv
199803;LFBI;POITIERS-BIARD;MT;10470;2028;2011;819;286,7;274,5;504;43;ASP_APT_1998.csv
199803;LFBL;LIMOGES-BELLEGARDE;MT;12032;5097;5457;9;70,1;76,8;445;43;ASP_APT_1998.csv
199803;LFBO;TOULOUSE-BLAGNAC;MT;460268;208737;201776;8935;1075,2;3006,8;6114;497;ASP_APT_1998.csv
199803;LFBP;PAU-PYRENEES;MT;51922;25271;23669;1201;95,9;82,2;973;43;ASP_APT_1998.csv
199803;LFBT;TARBES-LOURDES-PYRENEES;MT;8851;4639;4202;0;0,2;0,8;138;0;ASP_APT_1998.csv
199803;LFBU;ANGOULEME-BRIE-CHAMPNIERS;MT;1551;791;757;2;0,1;0;142;1;ASP_APT_1998.csv
199803;LFBV;BRIVE-LA-ROCHE;MT;3314;1670;1644;0;0;0;134;0;ASP_APT_1998.csv
199803;LFBX;PERIGUEUX-BASSILLAC;MT;3013;1518;1495;0;0;0;159;0;ASP_APT_1998.csv
199803;LFBZ;BIARRITZ-PAYS-BASQUE;MT;52755;26438;25578;335;19,1;21,4;786;0;ASP_APT_1998.csv
199803;LFCK;CASTRES-MAZAMET;MT;1931;991;940;0;0;0;184;0;ASP_APT_1998.csv
199803;LFCR;RODEZ-AVEYRON;MT;7539;3694;3277;560;0,8;0;320;0;ASP_APT_1998.csv
199803;LFJL;METZ-NANCY-LORRAINE;MT;21925;9285;9343;220;145,2;162,6;793;85;ASP_APT_1998.csv
199803;LFKB;BASTIA-PORETTA;MT;54788;24052;23353;554;172,6;510,3;888;157;ASP_APT_1998.csv
199803;LFKC;CALVI-STE-CATHERINE;MT;5524;2678;2804;0;0;4,2;176;0;ASP_APT_1998.csv
199803;LFKF;FIGARI-SUD-CORSE;MT;7770;4066;3702;2;0;0;271;0;ASP_APT_1998.csv
199803;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;45724;21723;20733;15;42,4;282,8;802;160;ASP_APT_1998.csv
199803;LFLB;CHAMBERY-AIX-LES-BAINS;MT;14848;7572;7214;60;0,1;0,1;431;0;ASP_APT_1998.csv
199803;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;65659;29547;28898;4420;174,8;104,5;2426;44;ASP_APT_1998.csv
199803;LFLL;LYON-ST-EXUPERY;MT;486058;222784;218887;8909;1655,3;1892,5;7792;816;ASP_APT_1998.csv
199803;LFLP;ANNECY-MEYTHET;MT;7647;3887;3758;0;0,2;0;295;0;ASP_APT_1998.csv
199803;LFLS;GRENOBLE-ALPES-ISERE;MT;39657;20119;19339;68;8,6;4,6;434;0;ASP_APT_1998.csv
199803;LFLW;AURILLAC;MT;1291;666;625;0;0;0;110;0;ASP_APT_1998.csv
199803;LFMH;ST-ETIENNE-LOIRE;MT;13432;6709;6699;0;1,4;1;1161;0;ASP_APT_1998.csv
199803;LFMK;CARCASSONNE-SALVAZA;MT;2212;1137;1075;0;0;0;149;0;ASP_APT_1998.csv
199803;LFML;MARSEILLE-PROVENCE;MT;495081;209495;224404;13005;2241,4;2576,3;6626;626;ASP_APT_1998.csv
199803;LFMN;NICE-COTE D'AZUR;MT;607192;286209;290018;6083;1502,9;985,3;14310;192;ASP_APT_1998.csv
199803;LFMP;PERPIGNAN-RIVESALTES;MT;31134;16295;14541;15;21,8;6,6;485;0;ASP_APT_1998.csv
199803;LFMT;MONTPELLIER-MEDITERRANEE;MT;127540;59085;57640;358;500,1;545,6;1899;132;ASP_APT_1998.csv
199803;LFMU;BEZIERS-VIAS;MT;4942;2637;2294;0;0,6;0,5;144;0;ASP_APT_1998.csv
199803;LFMV;AVIGNON-CAUMONT;MT;10588;5265;5157;0;13,2;3,3;322;0;ASP_APT_1998.csv
199803;LFOB;BEAUVAIS-TILLE;MT;20043;9790;10115;0;4,2;9,7;249;0;ASP_APT_1998.csv
199803;LFOH;LE HAVRE-OCTEVILLE;MT;8277;3047;2581;1987;0;66,2;676;0;ASP_APT_1998.csv
199803;LFOP;ROUEN-VALLEE DE SEINE;MT;2890;1426;1432;0;0,3;2,9;354;0;ASP_APT_1998.csv
199803;LFPG;PARIS-CHARLES DE GAULLE;MT;4171528;1520849;1553124;15232;56427,2;51805,1;31783;2642;ASP_APT_1998.csv
199803;LFPO;PARIS-ORLY;MT;2315856;1016476;1060742;1664;12317;11380,4;20756;152;ASP_APT_1998.csv
199803;LFQQ;LILLE-LESQUIN;MT;58871;28586;29976;105;8;12,4;1594;10;ASP_APT_1998.csv
199803;LFRB;BREST-BRETAGNE;MT;55450;26814;26198;428;93,8;107,1;1084;43;ASP_APT_1998.csv
199803;LFRC;CHERBOURG-MAUPERTUS;MT;1377;688;689;0;0;0;153;3;ASP_APT_1998.csv
199803;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;2109;1098;993;0;1,4;0,3;194;0;ASP_APT_1998.csv
199803;LFRH;LORIENT-LANN-BIHOUE;MT;16137;8277;7797;0;0,1;6,2;350;2;ASP_APT_1998.csv
199803;LFRK;CAEN-CARPIQUET;MT;5347;2390;2366;589;0,1;0,1;333;1;ASP_APT_1998.csv
