ANMOIS;CIE;CIE_NOM;CIE_NAT;CIE_PAYS;CIE_PAX;CIE_FRP;CIE_PEQ;CIE_PKT;CIE_TKT;CIE_PEQKT;CIE_VOL;source_file;ANNEE;MOIS
201001;AAF;AIGLE AZUR;F;FRANCE;107817;261,5;110432;0,152;0,0004;0,156;1098;ASP_CIE_2010.csv;2010;1
201001;AAL;AMERICAN AIRLINES;E;ETATS-UNIS;42146;3050;72646;0,287;0,0208;0,495;276;ASP_CIE_2010.csv;2010;1
201001;AAR;ASIANA AIRLINES;E;COREE DU SUD;6119;871,9;14838;0,055;0,0078;0,133;26;ASP_CIE_2010.csv;2010;1
201001;AAW;AFRIQIYAH AIRWAYS;E;LIBYE;8387;544,4;13831;0,017;0,0011;0,028;64;ASP_CIE_2010.csv;2010;1
201001;ACA;AIR CANADA;E;CANADA;29851;1632,6;46177;0,165;0,0093;0,258;152;ASP_CIE_2010.csv;2010;1
201001;ACI;AIRCALIN;F;FRANCE (OM);37618;482,2;42440;0,147;0,0022;0,169;336;ASP_CIE_2010.csv;2010;1
201001;AEA;AIR EUROPA;E;ESPAGNE;65697;79,1;66488;0,078;0,0001;0,079;622;ASP_CIE_2010.csv;2010;1
201001;AEE;AEGEAN AIRLINES;E;GRECE;12005;173,8;13743;0,025;0,0004;0,029;126;ASP_CIE_2010.csv;2010;1
201001;AFL;AEROFLOT;E;RUSSIE (FED. DE);30606;397,1;34577;0,075;0,001;0,085;310;ASP_CIE_2010.csv;2010;1
201001;AFR;AIR FRANCE;F;FRANCE;3038392;57289,5;3611287;9,832;0,4037;13,869;26122;ASP_CIE_2010.csv;2010;1
201001;AMX;AEROMEXICO;E;MEXIQUE;8328;181,5;10143;0,077;0,0017;0,094;60;ASP_CIE_2010.csv;2010;1
201001;ANA;ANA ALL NIPPON AIRWAYS;E;JAPON;15275;1610,6;31381;0,148;0,0157;0,305;62;ASP_CIE_2010.csv;2010;1
201001;ANE;AIR NOSTRUM;E;ESPAGNE;36428;0,4;36432;0,027;0;0,027;1113;ASP_CIE_2010.csv;2010;1
201001;AUA;AUSTRIAN AIRLINES;E;AUTRICHE;28616;143,4;30050;0,028;0,0001;0,029;540;ASP_CIE_2010.csv;2010;1
201001;AWE_EX;US AIRWAYS;E;ETATS-UNIS;12355;1056,1;22916;0,074;0,0063;0,137;62;ASP_CIE_2010.csv;2010;1
201001;AZA;ALITALIA;E;ITALIE;59906;280,7;62713;0,057;0,0003;0,06;662;ASP_CIE_2010.csv;2010;1
201001;BAW;BRITISH AIRWAYS;E;ROYAUME-UNI;118564;1000,9;128573;0,083;0,0004;0,087;1358;ASP_CIE_2010.csv;2010;1
201001;BCS1;EUROPEAN AIR TRANSPORT (1);E;BELGIQUE;0;2829,1;28291;0;0,002;0,02;440;ASP_CIE_2010.csv;2010;1
201001;BCY;CITYJET IRL;E;IRLANDE;103518;78;104298;0,069;0;0,069;1903;ASP_CIE_2010.csv;2010;1
201001;BEE;FLYBE;E;ROYAUME-UNI;34712;0;34712;0,022;0;0,022;691;ASP_CIE_2010.csv;2010;1
201001;BEL;BRUSSELS AIRLINES;E;BELGIQUE;36903;23,5;37138;0,025;0;0,025;785;ASP_CIE_2010.csv;2010;1
201001;BER;AIR BERLIN;E;ALLEMAGNE;21489;2,8;21517;0,022;0;0,022;246;ASP_CIE_2010.csv;2010;1
201001;BGA;AIRBUS TRANSPORT INTL;F;FRANCE;0;3684;36840;0;0,0034;0,034;192;ASP_CIE_2010.csv;2010;1
201001;BIE;AIR MEDITERRANEE;F;FRANCE;68920;1,4;68934;0,246;0;0,246;434;ASP_CIE_2010.csv;2010;1
201001;BZH;BRIT AIR;F;FRANCE;145047;3;145077;0,087;0;0,087;3955;ASP_CIE_2010.csv;2010;1
201001;CCA;AIR CHINA INTL;E;CHINE;13152;1608;29232;0,109;0,0133;0,242;62;ASP_CIE_2010.csv;2010;1
201001;CCM;AIR CORSICA;F;FRANCE;99016;153,7;100553;0,051;0,0001;0,052;1727;ASP_CIE_2010.csv;2010;1
201001;CES;CHINA EASTERN AIRLINES;E;CHINE;12451;1247,5;24926;0,116;0,0116;0,232;62;ASP_CIE_2010.csv;2010;1
201001;COA;CONTINENTAL AIRLINES;E;ETATS-UNIS;26112;2615,7;52269;0,173;0,0181;0,354;176;ASP_CIE_2010.csv;2010;1
201001;CPA;CATHAY PACIFIC;E;HONG KONG (CHINE);22373;1689,6;39269;0,215;0,0162;0,377;104;ASP_CIE_2010.csv;2010;1
201001;CRL;CORSAIR;F;FRANCE;113798;1038,2;124180;0,87;0,0078;0,948;359;ASP_CIE_2010.csv;2010;1
201001;CSA;CSA CZECH AIRLINES;E;TCHEQUIE;22289;148,8;23777;0,019;0,0001;0,02;294;ASP_CIE_2010.csv;2010;1
201001;CSN;CHINA SOUTHERN AIRLINES;E;CHINE;5484;761,1;13095;0,052;0,0072;0,124;28;ASP_CIE_2010.csv;2010;1
201001;CYP;CYPRUS AIRWAYS;E;CHYPRE;5334;474,8;10082;0,015;0,0014;0,029;61;ASP_CIE_2010.csv;2010;1
201001;DAH;AIR ALGERIE;E;ALGERIE;90338;1237,5;102713;0,109;0,0017;0,126;954;ASP_CIE_2010.csv;2010;1
201001;DAL;DELTA AIR LINES;E;ETATS-UNIS;54111;4759,2;101703;0,375;0,0334;0,709;343;ASP_CIE_2010.csv;2010;1
201001;DLH;LUFTHANSA;E;ALLEMAGNE;197349;56,1;197910;0,12;0;0,12;3684;ASP_CIE_2010.csv;2010;1
201001;EIN;AER LINGUS;E;IRLANDE;34027;170,5;35732;0,032;0,0001;0,033;307;ASP_CIE_2010.csv;2010;1
201001;ELY;EL AL;E;ISRAEL;24734;636,7;31101;0,081;0,0021;0,102;162;ASP_CIE_2010.csv;2010;1
201001;ETD;ETIHAD AIRWAYS;E;EMIRATS ARABES UNIS;16169;1032,7;26496;0,085;0,0054;0,139;88;ASP_CIE_2010.csv;2010;1
201001;EVA;EVA AIR;E;TAIWAN;6134;451,1;10645;0,06;0,0044;0,104;26;ASP_CIE_2010.csv;2010;1
201001;EXS;JET2.COM;E;ROYAUME-UNI;22429;0;22429;0,022;0;0,022;188;ASP_CIE_2010.csv;2010;1
201001;EZS;EASYJET SWITZERLAND;E;SUISSE;107769;0;107769;0,084;0;0,084;970;ASP_CIE_2010.csv;2010;1
201001;EZY;EASYJET UK;E;ROYAUME-UNI;583226;0;583226;0,515;0;0,515;4792;ASP_CIE_2010.csv;2010;1
201001;FDX;FEDEX EXPRESS;E;ETATS-UNIS;14;20718,5;207199;0;0,0786;0,786;825;ASP_CIE_2010.csv;2010;1
201001;FIN;FINNAIR;E;FINLANDE;29365;297,5;32340;0,056;0,0006;0,062;304;ASP_CIE_2010.csv;2010;1
201001;FPO;ASL AIRLINES FRANCE;F;FRANCE;10134;9608,3;106217;0,023;0,0053;0,076;909;ASP_CIE_2010.csv;2010;1
201001;FWI;AIR CARAIBES;F;FRANCE (OM);95293;1252,6;107819;0,432;0,0084;0,516;1116;ASP_CIE_2010.csv;2010;1
201001;GFA;GULF AIR;E;BAHREIN;11556;354,5;15101;0,056;0,0017;0,073;62;ASP_CIE_2010.csv;2010;1
201001;GUY;CAIRE - AIR GUYANE EXPRESS;F;FRANCE (OM);16804;57;17374;0,004;0;0,004;966;ASP_CIE_2010.csv;2010;1
201001;HVN;VIETNAM AIRLINES;E;VIETNAM;18598;1123,2;29830;0,179;0,0109;0,288;71;ASP_CIE_2010.csv;2010;1
201001;IBE;IBERIA;E;ESPAGNE;49762;306,9;52831;0,051;0,0003;0,054;470;ASP_CIE_2010.csv;2010;1
201001;JAL;JAPAN AIRLINES;E;JAPON;14823;397,4;18797;0,144;0,0039;0,183;62;ASP_CIE_2010.csv;2010;1
201001;JFU;JET 4YOU;E;MAROC;41259;102,4;42283;0,074;0,0002;0,076;300;ASP_CIE_2010.csv;2010;1
201001;KAL;KOREAN AIR;E;COREE DU SUD;16914;4551,6;62430;0,151;0,0407;0,558;78;ASP_CIE_2010.csv;2010;1
201001;KBR;KORAL BLUE AIRLINES;E;EGYPTE;16798;0;16798;0,057;0;0,057;116;ASP_CIE_2010.csv;2010;1
201001;KLC;KLM/CITYHOPPER;E;PAYS-BAS;34682;6,6;34748;0,034;0;0,034;594;ASP_CIE_2010.csv;2010;1
201001;KLM;KLM;E;PAYS-BAS;35135;519,7;40332;0,014;0,0002;0,016;352;ASP_CIE_2010.csv;2010;1
201001;LBT;NOUVELAIR;E;TUNISIE;31802;19,1;31993;0,047;0;0,047;236;ASP_CIE_2010.csv;2010;1
201001;LOT;LOT POLISH AIRLINES;E;POLOGNE;16850;0;16850;0,022;0;0,022;336;ASP_CIE_2010.csv;2010;1
201001;MAC;AIR ARABIA MAROC;E;MAROC;14851;0,7;14858;0,028;0;0,028;140;ASP_CIE_2010.csv;2010;1
201001;MAH;MALEV HUNGARIAN AIRLINES;E;HONGRIE;10991;148,1;12472;0,014;0,0002;0,016;146;ASP_CIE_2010.csv;2010;1
201001;MAS;MALAYSIA AIRLINES;E;MALAISIE;10194;953,8;19732;0,107;0,0079;0,186;52;ASP_CIE_2010.csv;2010;1
201001;MAU;AIR MAURITIUS;E;MAURICE;61691;1313,5;74826;0,205;0,009;0,295;487;ASP_CIE_2010.csv;2010;1
201001;MDG;AIR MADAGASCAR;E;MADAGASCAR;15372;411;19482;0,064;0,0034;0,098;208;ASP_CIE_2010.csv;2010;1
201001;MEA;MIDDLE EAST AIRLINES;E;LIBAN;22821;261,8;25439;0,073;0,0008;0,081;126;ASP_CIE_2010.csv;2010;1
201001;MNB;MNG AIRLINES;E;TURQUIE;0;2150,2;21502;0;0,0049;0,049;58;ASP_CIE_2010.csv;2010;1
201001;MON;MONARCH AIRLINES;E;ROYAUME-UNI;26035;0,4;26039;0,027;0;0,027;124;ASP_CIE_2010.csv;2010;1
201001;MSR;EGYPT AIR;E;EGYPTE;14775;513,1;19906;0,048;0,0016;0,064;72;ASP_CIE_2010.csv;2010;1
201001;NAX;NORWEGIAN;E;NORVEGE;22943;4,2;22985;0,031;0;0,031;214;ASP_CIE_2010.csv;2010;1
201001;NLY;NIKI;E;AUTRICHE;10216;169,5;11911;0,011;0,0002;0,013;104;ASP_CIE_2010.csv;2010;1
201001;NOA;PANTHEON AIRWAYS;E;GRECE;9932;25,7;10189;0,021;0,0001;0,022;125;ASP_CIE_2010.csv;2010;1
201001;OHY;ONUR AIR;E;TURQUIE;14147;1,7;14164;0,034;0;0,034;109;ASP_CIE_2010.csv;2010;1
201001;QTR;QATAR AIRWAYS;E;QATAR;24209;2613,5;50344;0,12;0,013;0,25;128;ASP_CIE_2010.csv;2010;1
201001;RAE;REGIONAL CAE;F;FRANCE;177327;25,2;177579;0,115;0;0,115;4974;ASP_CIE_2010.csv;2010;1
201001;RAM;ROYAL AIR MAROC;E;MAROC;165838;537,9;171217;0,309;0,001;0,319;1618;ASP_CIE_2010.csv;2010;1
201001;REU;AIR AUSTRAL;F;FRANCE (OM);109333;1454,1;123874;0,452;0,0115;0,567;942;ASP_CIE_2010.csv;2010;1
201001;RLA;AIRLINAIR;F;FRANCE;14343;0,4;14347;0,007;0;0,007;813;ASP_CIE_2010.csv;2010;1
201001;RYR;RYANAIR;E;IRLANDE;366754;1;366764;0,354;0;0,354;3073;ASP_CIE_2010.csv;2010;1
201001;SAS;SAS;E;SUEDE;39758;336,9;43127;0,05;0,0004;0,054;441;ASP_CIE_2010.csv;2010;1
201001;SEY;AIR SEYCHELLES;E;SEYCHELLES;7544;687,3;14417;0,059;0,0054;0,113;44;ASP_CIE_2010.csv;2010;1
201001;SIA;SINGAPORE AIRLINES;E;SINGAPOUR;23332;1352,8;36860;0,25;0,0145;0,395;62;ASP_CIE_2010.csv;2010;1
201001;SRR;STAR AIR DANEMARK;E;DANEMARK;0;3369,4;33694;0;0,002;0,02;253;ASP_CIE_2010.csv;2010;1
201001;SWR;SWISS;E;SUISSE;87683;465,8;92341;0,043;0,0002;0,045;1317;ASP_CIE_2010.csv;2010;1
201001;TAM;TAM/BRASIL;E;BRESIL;33829;2854,6;62375;0,315;0,0267;0,582;186;ASP_CIE_2010.csv;2010;1
201001;TAP;TAP AIR PORTUGAL;E;PORTUGAL;61514;336,9;64883;0,083;0,0005;0,088;1044;ASP_CIE_2010.csv;2010;1
201001;TAR;TUNISAIR;E;TUNISIE;87756;583,1;93587;0,115;0,0008;0,123;822;ASP_CIE_2010.csv;2010;1
201001;TAY;ASL AIRLINES BELGIUM;E;BELGIQUE;2;1438,8;14390;0;0,0009;0,009;444;ASP_CIE_2010.csv;2010;1
201001;TCX;THOMAS COOK AIRL. R-U;E;ROYAUME-UNI;16123;0;16123;0,015;0;0,015;73;ASP_CIE_2010.csv;2010;1
201001;THA;THAI AIRWAYS INTL;E;THAILANDE;21887;1001,5;31902;0,207;0,0095;0,302;62;ASP_CIE_2010.csv;2010;1
201001;THT;AIR TAHITI NUI;F;FRANCE (OM);26765;397,4;30739;0,232;0,0025;0,257;154;ASP_CIE_2010.csv;2010;1
201001;THY;TURKISH AIRLINES;E;TURQUIE;37394;416,7;41561;0,079;0,0009;0,088;434;ASP_CIE_2010.csv;2010;1
201001;TOM;TUI AIRWAYS;E;ROYAUME-UNI;43052;0;43052;0,04;0;0,04;238;ASP_CIE_2010.csv;2010;1
201001;TPC;AIR CALEDONIE;F;FRANCE (OM);34508;4,9;34557;0,006;0;0,006;902;ASP_CIE_2010.csv;2010;1
201001;TSC;AIR TRANSAT;E;CANADA;15472;105,6;16528;0,085;0,0006;0,091;56;ASP_CIE_2010.csv;2010;1
201001;TVF;TRANSAVIA FRANCE;F;FRANCE;73185;0;73185;0,138;0;0,138;552;ASP_CIE_2010.csv;2010;1
201001;TVS;TRAVEL SERVICE / SMARTWINGS;E;TCHEQUIE;12957;0;12957;0,014;0;0,014;134;ASP_CIE_2010.csv;2010;1
201001;UAE;EMIRATES;E;EMIRATS ARABES UNIS;48602;3784,8;86450;0,25;0,0196;0,446;186;ASP_CIE_2010.csv;2010;1
201001;UAL;UNITED AIRLINES;E;ETATS-UNIS;21579;4533,9;66918;0,138;0,0291;0,429;124;ASP_CIE_2010.csv;2010;1
201001;UPS;UPS AIRLINES;E;ETATS-UNIS;0;1639,9;16399;0;0,0033;0,033;82;ASP_CIE_2010.csv;2010;1
201001;VLG;VUELING AIRLINES;E;ESPAGNE;92530;369,3;96223;0,092;0,0004;0,096;832;ASP_CIE_2010.csv;2010;1
201001;VTA;AIR TAHITI;F;FRANCE (OM);54321;230,8;56629;0,021;0,0001;0,022;2296;ASP_CIE_2010.csv;2010;1
201001;WZZ;WIZZ AIR;E;HONGRIE;26503;0;26503;0,036;0;0,036;220;ASP_CIE_2010.csv;2010;1
201001;XLF;XL AIRWAYS FRANCE;F;FRANCE;75082;164,8;76730;0,465;0,0012;0,477;335;ASP_CIE_2010.csv;2010;1
201001;ZZE; AUTRES CIE (E);E;_ZZ_E;376784;5475,5;431539;0,905;0,0166;1,071;12467;ASP_CIE_2010.csv;2010;1
201001;ZZF; AUTRES CIE (F);F;_ZZ_F;32043;184,9;33892;0,044;0,0002;0,046;4388;ASP_CIE_2010.csv;2010;1
201002;AAF;AIGLE AZUR;F;FRANCE;106548;256,1;109109;0,149;0,0004;0,153;978;ASP_CIE_2010.csv;2010;2
201002;AAL;AMERICAN AIRLINES;E;ETATS-UNIS;31976;3039,2;62368;0,218;0,0208;0,426;242;ASP_CIE_2010.csv;2010;2
201002;AAR;ASIANA AIRLINES;E;COREE DU SUD;5882;920;15082;0,053;0,0082;0,135;24;ASP_CIE_2010.csv;2010;2
201002;AAW;AFRIQIYAH AIRWAYS;E;LIBYE;7211;619,2;13403;0,015;0,0013;0,028;56;ASP_CIE_2010.csv;2010;2
201002;ACA;AIR CANADA;E;CANADA;26430;1601;42440;0,152;0,0092;0,244;134;ASP_CIE_2010.csv;2010;2
201002;ACI;AIRCALIN;F;FRANCE (OM);30401;471,5;35116;0,113;0,0021;0,134;337;ASP_CIE_2010.csv;2010;2
201002;AEA;AIR EUROPA;E;ESPAGNE;62951;90,6;63857;0,075;0,0001;0,076;532;ASP_CIE_2010.csv;2010;2
201002;AEE;AEGEAN AIRLINES;E;GRECE;10505;146;11965;0,022;0,0003;0,025;104;ASP_CIE_2010.csv;2010;2
201002;AFL;AEROFLOT;E;RUSSIE (FED. DE);27167;443,7;31604;0,067;0,0011;0,078;277;ASP_CIE_2010.csv;2010;2
201002;AFR;AIR FRANCE;F;FRANCE;2757827;55442,6;3312253;8,502;0,3889;12,391;23763;ASP_CIE_2010.csv;2010;2
201002;ANA;ANA ALL NIPPON AIRWAYS;E;JAPON;15545;1568,3;31228;0,151;0,0152;0,303;56;ASP_CIE_2010.csv;2010;2
201002;ANE;AIR NOSTRUM;E;ESPAGNE;41899;0,2;41901;0,031;0;0,031;1208;ASP_CIE_2010.csv;2010;2
201002;AUA;AUSTRIAN AIRLINES;E;AUTRICHE;29940;163;31570;0,029;0,0002;0,031;486;ASP_CIE_2010.csv;2010;2
201002;AWE_EX;US AIRWAYS;E;ETATS-UNIS;10150;1702,5;27175;0,061;0,0102;0,163;52;ASP_CIE_2010.csv;2010;2
201002;AZA;ALITALIA;E;ITALIE;56987;44,2;57429;0,054;0;0,054;592;ASP_CIE_2010.csv;2010;2
201002;BAW;BRITISH AIRWAYS;E;ROYAUME-UNI;130299;1030,2;140601;0,089;0,0004;0,093;1373;ASP_CIE_2010.csv;2010;2
201002;BBO;BABOO;E;SUISSE;10316;0,5;10321;0,004;0;0,004;274;ASP_CIE_2010.csv;2010;2
201002;BCS1;EUROPEAN AIR TRANSPORT (1);E;BELGIQUE;0;2790,1;27901;0;0,002;0,02;449;ASP_CIE_2010.csv;2010;2
201002;BCY;CITYJET IRL;E;IRLANDE;100868;78,9;101657;0,066;0;0,066;1794;ASP_CIE_2010.csv;2010;2
201002;BEE;FLYBE;E;ROYAUME-UNI;37131;0;37131;0,023;0;0,023;695;ASP_CIE_2010.csv;2010;2
201002;BEL;BRUSSELS AIRLINES;E;BELGIQUE;37724;28,2;38006;0,026;0;0,026;715;ASP_CIE_2010.csv;2010;2
201002;BER;AIR BERLIN;E;ALLEMAGNE;20657;0,2;20659;0,021;0;0,021;252;ASP_CIE_2010.csv;2010;2
201002;BGA;AIRBUS TRANSPORT INTL;F;FRANCE;0;3617,1;36171;0;0,0034;0,034;181;ASP_CIE_2010.csv;2010;2
201002;BIE;AIR MEDITERRANEE;F;FRANCE;65405;2;65425;0,226;0;0,226;402;ASP_CIE_2010.csv;2010;2
201002;BZH;BRIT AIR;F;FRANCE;150368;2,7;150395;0,09;0;0,09;4040;ASP_CIE_2010.csv;2010;2
201002;CCA;AIR CHINA INTL;E;CHINE;12079;1455;26629;0,1;0,012;0,22;56;ASP_CIE_2010.csv;2010;2
201002;CCM;AIR CORSICA;F;FRANCE;94680;169,6;96376;0,05;0,0001;0,051;1524;ASP_CIE_2010.csv;2010;2
201002;CES;CHINA EASTERN AIRLINES;E;CHINE;12542;932,1;21863;0,116;0,0086;0,202;56;ASP_CIE_2010.csv;2010;2
201002;COA;CONTINENTAL AIRLINES;E;ETATS-UNIS;20890;2555,4;46444;0,139;0,018;0,319;154;ASP_CIE_2010.csv;2010;2
201002;CPA;CATHAY PACIFIC;E;HONG KONG (CHINE);18390;1444,3;32833;0,177;0,0139;0,316;86;ASP_CIE_2010.csv;2010;2
201002;CRL;CORSAIR;F;FRANCE;102299;1100,6;113305;0,757;0,0084;0,841;310;ASP_CIE_2010.csv;2010;2
201002;CSA;CSA CZECH AIRLINES;E;TCHEQUIE;21236;171,7;22953;0,018;0,0001;0,019;276;ASP_CIE_2010.csv;2010;2
201002;CSN;CHINA SOUTHERN AIRLINES;E;CHINE;5111;1011,7;15228;0,048;0,0096;0,144;24;ASP_CIE_2010.csv;2010;2
201002;DAH;AIR ALGERIE;E;ALGERIE;74578;1188,1;86459;0,09;0,0016;0,106;832;ASP_CIE_2010.csv;2010;2
201002;DAL;DELTA AIR LINES;E;ETATS-UNIS;42098;5481;96908;0,293;0,0386;0,679;283;ASP_CIE_2010.csv;2010;2
201002;DLH;LUFTHANSA;E;ALLEMAGNE;216709;61,6;217325;0,133;0;0,133;3844;ASP_CIE_2010.csv;2010;2
201002;EIN;AER LINGUS;E;IRLANDE;34933;164;36573;0,032;0,0001;0,033;286;ASP_CIE_2010.csv;2010;2
201002;ELY;EL AL;E;ISRAEL;24049;546,4;29513;0,078;0,0018;0,096;157;ASP_CIE_2010.csv;2010;2
201002;ETD;ETIHAD AIRWAYS;E;EMIRATS ARABES UNIS;14707;1231;27017;0,077;0,0065;0,142;81;ASP_CIE_2010.csv;2010;2
201002;EVA;EVA AIR;E;TAIWAN;6151;525,4;11405;0,06;0,0051;0,111;24;ASP_CIE_2010.csv;2010;2
201002;EXS;JET2.COM;E;ROYAUME-UNI;22357;0;22357;0,021;0;0,021;180;ASP_CIE_2010.csv;2010;2
201002;EZS;EASYJET SWITZERLAND;E;SUISSE;124618;0;124618;0,095;0;0,095;1012;ASP_CIE_2010.csv;2010;2
201002;EZY;EASYJET UK;E;ROYAUME-UNI;624397;0,3;624400;0,563;0;0,563;4746;ASP_CIE_2010.csv;2010;2
201002;FDX;FEDEX EXPRESS;E;ETATS-UNIS;0;24564,9;245649;0;0,0904;0,904;805;ASP_CIE_2010.csv;2010;2
201002;FIN;FINNAIR;E;FINLANDE;25898;375,7;29655;0,049;0,0007;0,056;276;ASP_CIE_2010.csv;2010;2
201002;FPO;ASL AIRLINES FRANCE;F;FRANCE;21708;9321;114918;0,041;0,0051;0,092;1007;ASP_CIE_2010.csv;2010;2
201002;FWI;AIR CARAIBES;F;FRANCE (OM);85354;1172,6;97080;0,391;0,0078;0,469;948;ASP_CIE_2010.csv;2010;2
201002;GFA;GULF AIR;E;BAHREIN;9950;334,8;13298;0,048;0,0016;0,064;56;ASP_CIE_2010.csv;2010;2
201002;GUY;CAIRE - AIR GUYANE EXPRESS;F;FRANCE (OM);17659;57,4;18233;0,004;0;0,004;937;ASP_CIE_2010.csv;2010;2
201002;HVN;VIETNAM AIRLINES;E;VIETNAM;16973;1251,4;29487;0,164;0,0121;0,285;64;ASP_CIE_2010.csv;2010;2
201002;IBE;IBERIA;E;ESPAGNE;54285;295,4;57239;0,056;0,0003;0,059;447;ASP_CIE_2010.csv;2010;2
201002;JAL;JAPAN AIRLINES;E;JAPON;14598;358,9;18187;0,142;0,0035;0,177;56;ASP_CIE_2010.csv;2010;2
201002;JFU;JET 4YOU;E;MAROC;38275;70,8;38983;0,07;0,0001;0,071;284;ASP_CIE_2010.csv;2010;2
201002;KAL;KOREAN AIR;E;COREE DU SUD;15283;6426;79543;0,137;0,0574;0,711;72;ASP_CIE_2010.csv;2010;2
201002;KLC;KLM/CITYHOPPER;E;PAYS-BAS;37808;5,6;37864;0,037;0;0,037;562;ASP_CIE_2010.csv;2010;2
201002;KLM;KLM;E;PAYS-BAS;37502;485,2;42354;0,015;0,0002;0,017;328;ASP_CIE_2010.csv;2010;2
201002;LBT;NOUVELAIR;E;TUNISIE;34888;17;35058;0,052;0;0,052;250;ASP_CIE_2010.csv;2010;2
201002;LOT;LOT POLISH AIRLINES;E;POLOGNE;13660;0;13660;0,018;0;0,018;280;ASP_CIE_2010.csv;2010;2
201002;MAC;AIR ARABIA MAROC;E;MAROC;13306;1,1;13317;0,025;0;0,025;120;ASP_CIE_2010.csv;2010;2
201002;MAH;MALEV HUNGARIAN AIRLINES;E;HONGRIE;10352;143,9;11791;0,013;0,0002;0,015;138;ASP_CIE_2010.csv;2010;2
201002;MAS;MALAYSIA AIRLINES;E;MALAISIE;8630;1118,2;19812;0,09;0,0087;0,177;54;ASP_CIE_2010.csv;2010;2
201002;MAU;AIR MAURITIUS;E;MAURICE;28932;1598,2;44914;0,172;0,0108;0,28;244;ASP_CIE_2010.csv;2010;2
201002;MDG;AIR MADAGASCAR;E;MADAGASCAR;7820;225,6;10076;0,036;0,0016;0,052;146;ASP_CIE_2010.csv;2010;2
201002;MEA;MIDDLE EAST AIRLINES;E;LIBAN;18913;362,8;22541;0,06;0,0012;0,072;114;ASP_CIE_2010.csv;2010;2
201002;MNB;MNG AIRLINES;E;TURQUIE;0;1878,1;18781;0;0,0043;0,043;46;ASP_CIE_2010.csv;2010;2
201002;MON;MONARCH AIRLINES;E;ROYAUME-UNI;22817;46,5;23282;0,025;0;0,025;108;ASP_CIE_2010.csv;2010;2
201002;MSR;EGYPT AIR;E;EGYPTE;14057;645,9;20516;0,046;0,0021;0,067;64;ASP_CIE_2010.csv;2010;2
201002;NAX;NORWEGIAN;E;NORVEGE;21165;3,8;21203;0,029;0;0,029;188;ASP_CIE_2010.csv;2010;2
201002;NLY;NIKI;E;AUTRICHE;10091;156,5;11656;0,01;0,0002;0,012;96;ASP_CIE_2010.csv;2010;2
201002;OHY;ONUR AIR;E;TURQUIE;19741;1,8;19759;0,048;0;0,048;139;ASP_CIE_2010.csv;2010;2
201002;OMA;OMAN AIR;E;OMAN;5062;748;12542;0,028;0,0042;0,07;32;ASP_CIE_2010.csv;2010;2
201002;QTR;QATAR AIRWAYS;E;QATAR;25911;2705;52961;0,129;0,0135;0,264;112;ASP_CIE_2010.csv;2010;2
201002;RAE;REGIONAL CAE;F;FRANCE;197985;30,8;198293;0,127;0;0,127;5823;ASP_CIE_2010.csv;2010;2
201002;RAM;ROYAL AIR MAROC;E;MAROC;165115;508,9;170204;0,31;0,0009;0,319;1428;ASP_CIE_2010.csv;2010;2
201002;REU;AIR AUSTRAL;F;FRANCE (OM);66238;1460,8;80846;0,337;0,011;0,447;731;ASP_CIE_2010.csv;2010;2
201002;RLA;AIRLINAIR;F;FRANCE;15599;0;15599;0,007;0;0,007;834;ASP_CIE_2010.csv;2010;2
201002;RYR;RYANAIR;E;IRLANDE;375216;0,2;375218;0,361;0;0,361;2742;ASP_CIE_2010.csv;2010;2
201002;SAS;SAS;E;SUEDE;45936;329,9;49235;0,058;0,0004;0,062;495;ASP_CIE_2010.csv;2010;2
201002;SEY;AIR SEYCHELLES;E;SEYCHELLES;7714;561,4;13328;0,061;0,0044;0,105;40;ASP_CIE_2010.csv;2010;2
201002;SIA;SINGAPORE AIRLINES;E;SINGAPOUR;20376;1335,4;33730;0,219;0,0143;0,362;56;ASP_CIE_2010.csv;2010;2
201002;SRR;STAR AIR DANEMARK;E;DANEMARK;4;3729,6;37300;0;0,0022;0,022;260;ASP_CIE_2010.csv;2010;2
201002;SWR;SWISS;E;SUISSE;88538;480,3;93341;0,043;0,0002;0,045;1193;ASP_CIE_2010.csv;2010;2
201002;TAM;TAM/BRASIL;E;BRESIL;30577;3619,9;66776;0,285;0,0338;0,623;169;ASP_CIE_2010.csv;2010;2
201002;TAP;TAP AIR PORTUGAL;E;PORTUGAL;61952;333,5;65287;0,083;0,0005;0,088;914;ASP_CIE_2010.csv;2010;2
201002;TAR;TUNISAIR;E;TUNISIE;80738;606,1;86799;0,108;0,0009;0,117;753;ASP_CIE_2010.csv;2010;2
201002;TAS;LOTUS AIR;E;EGYPTE;12516;5,2;12568;0,042;0;0,042;86;ASP_CIE_2010.csv;2010;2
201002;TAY;ASL AIRLINES BELGIUM;E;BELGIQUE;0;1471,2;14712;0;0,0009;0,009;411;ASP_CIE_2010.csv;2010;2
201002;TCX;THOMAS COOK AIRL. R-U;E;ROYAUME-UNI;13415;0;13415;0,013;0;0,013;66;ASP_CIE_2010.csv;2010;2
201002;THA;THAI AIRWAYS INTL;E;THAILANDE;19332;986,3;29195;0,183;0,0093;0,276;56;ASP_CIE_2010.csv;2010;2
201002;THT;AIR TAHITI NUI;F;FRANCE (OM);20411;408,6;24497;0,178;0,0026;0,204;119;ASP_CIE_2010.csv;2010;2
