ANMOIS;CIE;CIE_NOM;CIE_NAT;CIE_PAYS;CIE_PAX;CIE_FRP;CIE_PEQ;CIE_PKT;CIE_TKT;CIE_PEQKT;CIE_VOL;source_file;ANNEE;MOIS
201801;EWG;EUROWINGS;E;ALLEMAGNE;46009;0;46009;0,028;0;0,028;694;ASP_CIE_2018.csv;2018;1
201801;EXS;JET2.COM;E;ROYAUME-UNI;14758;0;14758;0,014;0;0,014;121;ASP_CIE_2018.csv;2018;1
201801;EZS;EASYJET SWITZERLAND;E;SUISSE;249118;0,1;249119;0,235;0;0,235;1709;ASP_CIE_2018.csv;2018;1
201801;EZY;EASYJET R-U;E;ROYAUME-UNI;1045732;0,5;1045737;0,882;0;0,882;7254;ASP_CIE_2018.csv;2018;1
201801;FBU;FRENCH BEE;F;FRANCE;23812;538,5;29197;0,223;0,005;0,273;68;ASP_CIE_2018.csv;2018;1
201801;FDX;FEDEX EXPRESS;E;ETATS-UNIS;0;30674,4;306744;0;0,1067;1,067;1037;ASP_CIE_2018.csv;2018;1
201801;FIN;FINNAIR;E;FINLANDE;36220;81,8;37038;0,069;0,0002;0,071;327;ASP_CIE_2018.csv;2018;1
201801;FPO;ASL AIRLINES FRANCE;F;FRANCE;9313;3952,3;48836;0,019;0,0024;0,043;416;ASP_CIE_2018.csv;2018;1
201801;FWI;AIR CARAIBES;F;FRANCE (OM);152428;1590,4;168332;0,878;0,0108;0,986;1035;ASP_CIE_2018.csv;2018;1
201801;GMI;GERMANIA;E;ALLEMAGNE;14192;6,3;14255;0,017;0;0,017;121;ASP_CIE_2018.csv;2018;1
201801;GUY;CAIRE - AIR GUYANE EXPRESS;F;FRANCE (OM);25665;92,3;26588;0,006;0;0,006;1625;ASP_CIE_2018.csv;2018;1
201801;HOP;AIR FRANCE HOP!;F;FRANCE;307772;0,5;307777;0,174;0;0,174;5807;ASP_CIE_2018.csv;2018;1
201801;HVN;VIETNAM AIRLINES;E;VIETNAM;23201;1711,6;40317;0,219;0,0161;0,38;88;ASP_CIE_2018.csv;2018;1
201801;IBE;IBERIA;E;ESPAGNE;47009;13,9;47148;0,049;0;0,049;350;ASP_CIE_2018.csv;2018;1
201801;IBK;NORWEGIAN AIR INTERNATIONAL;E;IRLANDE;48473;55,7;49030;0,09;0,0001;0,091;351;ASP_CIE_2018.csv;2018;1
201801;IBS;IBERIA EXPRESS;E;ESPAGNE;43542;29,5;43837;0,039;0;0,039;362;ASP_CIE_2018.csv;2018;1
201801;ICE;ICELANDAIR;E;ISLANDE;13510;62,6;14136;0,03;0,0001;0,031;102;ASP_CIE_2018.csv;2018;1
201801;JAF;TUIFLY BELGIUM;E;BELGIQUE;61504;49,4;61998;0,131;0,0001;0,132;515;ASP_CIE_2018.csv;2018;1
201801;JAI;JET AIRWAYS INDIA;E;INDE;27952;2813;56082;0,206;0,0203;0,409;104;ASP_CIE_2018.csv;2018;1
201801;JAL;JAPAN AIRLINES;E;JAPON;13640;1098;24620;0,133;0,0107;0,24;62;ASP_CIE_2018.csv;2018;1
201801;JON;JOON;F;FRANCE;139503;148,5;140988;0,141;0,0002;0,143;999;ASP_CIE_2018.csv;2018;1
201801;KAL;KOREAN AIR;E;COREE DU SUD;20989;1992,8;40917;0,188;0,0178;0,366;84;ASP_CIE_2018.csv;2018;1
201801;KKK;ATLASJET AIRLINES;E;TURQUIE;9909;52,3;10432;0,022;0,0001;0,023;62;ASP_CIE_2018.csv;2018;1
201801;KLC;KLM/CITYHOPPER;E;PAYS-BAS;29317;1,7;29334;0,026;0;0,026;359;ASP_CIE_2018.csv;2018;1
201801;KLM;KLM;E;PAYS-BAS;95405;155,6;96961;0,059;0,0001;0,06;838;ASP_CIE_2018.csv;2018;1
201801;KQA;KENYA AIRWAYS;E;KENYA;13463;573,3;19196;0,08;0,0037;0,117;94;ASP_CIE_2018.csv;2018;1
201801;LBT;NOUVELAIR;E;TUNISIE;29943;8,7;30030;0,042;0;0,042;218;ASP_CIE_2018.csv;2018;1
201801;LGL;LUXAIR;E;LUXEMBOURG;12152;0;12152;0,005;0;0,005;265;ASP_CIE_2018.csv;2018;1
201801;LOT;LOT POLISH AIRLINES;E;POLOGNE;21007;103,6;22043;0,028;0,0001;0,029;241;ASP_CIE_2018.csv;2018;1
201801;MAC;AIR ARABIA MAROC;E;MAROC;39914;18,6;40100;0,064;0;0,064;363;ASP_CIE_2018.csv;2018;1
201801;MAU;AIR MAURITIUS;E;MAURICE;57414;930;66714;0,176;0,0067;0,243;380;ASP_CIE_2018.csv;2018;1
201801;MEA;MIDDLE EAST AIRLINES;E;LIBAN;25798;417,8;29976;0,082;0,0013;0,095;124;ASP_CIE_2018.csv;2018;1
201801;MNB;MNG AIRLINES;E;TURQUIE;0;1618,9;16189;0;0,0022;0,022;42;ASP_CIE_2018.csv;2018;1
201801;MSR;EGYPT AIR;E;EGYPTE;16067;1136,7;27434;0,052;0,0037;0,089;86;ASP_CIE_2018.csv;2018;1
201801;NAX;NORWEGIAN;E;NORVEGE;59200;1306,1;72261;0,288;0,0092;0,38;275;ASP_CIE_2018.csv;2018;1
201801;NPT;ATLANTIC AIRLINES UK;E;ROYAUME-UNI;11;1860,6;18617;0;0,001;0,01;193;ASP_CIE_2018.csv;2018;1
201801;OMA;OMAN AIR;E;OMAN;14544;1016,6;24710;0,081;0,0057;0,138;62;ASP_CIE_2018.csv;2018;1
201801;PGT;PEGASUS;E;TURQUIE;48790;53,1;49321;0,102;0,0001;0,103;314;ASP_CIE_2018.csv;2018;1
201801;QTR;QATAR AIRWAYS;E;QATAR;60796;4308,1;103877;0,301;0,0207;0,508;274;ASP_CIE_2018.csv;2018;1
201801;RAM;ROYAL AIR MAROC;E;MAROC;146055;660,4;152659;0,265;0,0012;0,277;1261;ASP_CIE_2018.csv;2018;1
201801;REU;AIR AUSTRAL;F;FRANCE (OM);122115;1453,4;136649;0,466;0,0117;0,583;738;ASP_CIE_2018.csv;2018;1
201801;ROT;TAROM;E;ROUMANIE;10399;16,2;10561;0,019;0;0,019;138;ASP_CIE_2018.csv;2018;1
201801;RYR;RYANAIR;E;IRLANDE;595401;33,7;595738;0,655;0;0,655;3854;ASP_CIE_2018.csv;2018;1
201801;SAS;SAS;E;SUEDE;34548;129,5;35843;0,047;0,0002;0,049;296;ASP_CIE_2018.csv;2018;1
201801;SIA;SINGAPORE AIRLINES;E;SINGAPOUR;17911;2184,2;39753;0,192;0,0234;0,426;88;ASP_CIE_2018.csv;2018;1
201801;SRR;STAR AIR DANEMARK;E;DANEMARK;0;5679,7;56797;0;0,0033;0,033;285;ASP_CIE_2018.csv;2018;1
201801;SVA;SAUDIA;E;ARABIE SAOUDITE;24382;1256,6;36948;0,11;0,0057;0,167;116;ASP_CIE_2018.csv;2018;1
201801;SWR;SWISS;E;SUISSE;47491;460,1;52092;0,021;0,0002;0,023;483;ASP_CIE_2018.csv;2018;1
201801;TAM;TAM/BRASIL;E;BRESIL;20697;2147,1;42168;0,195;0,0202;0,397;62;ASP_CIE_2018.csv;2018;1
201801;TAP;TAP AIR PORTUGAL;E;PORTUGAL;115152;110,5;116257;0,153;0,0002;0,155;1211;ASP_CIE_2018.csv;2018;1
201801;TAR;TUNISAIR;E;TUNISIE;103205;291,1;106116;0,132;0,0004;0,136;874;ASP_CIE_2018.csv;2018;1
201801;TAY;ASL AIRLINES BELGIUM;E;BELGIQUE;0;2628,6;26286;0;0,0018;0,018;455;ASP_CIE_2018.csv;2018;1
201801;THA;THAI AIRWAYS INTL;E;THAILANDE;26363;703,1;33394;0,249;0,0067;0,316;62;ASP_CIE_2018.csv;2018;1
201801;THT;AIR TAHITI NUI;F;FRANCE (OM);31747;752,9;39276;0,256;0,0067;0,323;161;ASP_CIE_2018.csv;2018;1
201801;THY;TURKISH AIRLINES;E;TURQUIE;102964;2078,4;123748;0,218;0,0046;0,264;695;ASP_CIE_2018.csv;2018;1
201801;TOM;TUI AIRWAYS;E;ROYAUME-UNI;25578;36,5;25943;0,024;0;0,024;148;ASP_CIE_2018.csv;2018;1
201801;TPC;AIR CALEDONIE;F;FRANCE (OM);39280;136,2;40642;0,006;0;0,006;929;ASP_CIE_2018.csv;2018;1
201801;TRA;TRANSAVIA PAYS BAS;E;PAYS-BAS;18414;2,3;18437;0,013;0;0,013;129;ASP_CIE_2018.csv;2018;1
201801;TSC;AIR TRANSAT;E;CANADA;29560;35,7;29917;0,153;0,0002;0,155;109;ASP_CIE_2018.csv;2018;1
201801;TVF;TRANSAVIA FRANCE;F;FRANCE;344676;0;344676;0,547;0;0,547;2101;ASP_CIE_2018.csv;2018;1
201801;UAE;EMIRATES;E;EMIRATS ARABES UNIS;125065;3701;162075;0,64;0,019;0,83;286;ASP_CIE_2018.csv;2018;1
201801;UAL;UNITED AIRLINES;E;ETATS-UNIS;36506;3355,7;70063;0,246;0,0229;0,475;216;ASP_CIE_2018.csv;2018;1
201801;UPS;UPS AIRLINES;E;ETATS-UNIS;0;1769,8;17698;0;0,0041;0,041;95;ASP_CIE_2018.csv;2018;1
201801;VLG;VUELING AIRLINES;E;ESPAGNE;329020;0,2;329022;0,316;0;0,316;2265;ASP_CIE_2018.csv;2018;1
201801;VOE;VOLOTEA;E;ESPAGNE;80182;0;80182;0,08;0;0,08;678;ASP_CIE_2018.csv;2018;1
201801;VTA;AIR TAHITI;F;FRANCE (OM);62058;115,6;63214;0,023;0,0001;0,024;2104;ASP_CIE_2018.csv;2018;1
201801;WOW;WOW AIR;E;ISLANDE;19035;450;23535;0,043;0,001;0,053;74;ASP_CIE_2018.csv;2018;1
201801;WZZ;WIZZ AIR;E;HONGRIE;89886;0;89886;0,125;0;0,125;581;ASP_CIE_2018.csv;2018;1
201801;XLF;XL AIRWAYS FRANCE;F;FRANCE;58989;191,4;60903;0,427;0,0013;0,44;243;ASP_CIE_2018.csv;2018;1
201801;ZZE; AUTRES CIE (E);E;_ZZ_E;252556;3054,3;283099;0,657;0,0116;0,773;11376;ASP_CIE_2018.csv;2018;1
201801;ZZF; AUTRES CIE (F);F;_ZZ_F;42767;236,4;45131;0,088;0,0004;0,092;5039;ASP_CIE_2018.csv;2018;1
201802;AAF;AIGLE AZUR;F;FRANCE;120122;130;121422;0,171;0,0002;0,173;994;ASP_CIE_2018.csv;2018;2
201802;AAL;AMERICAN AIRLINES;E;ETATS-UNIS;36178;2969,2;65870;0,245;0,0201;0,446;216;ASP_CIE_2018.csv;2018;2
201802;AAR;ASIANA AIRLINES;E;COREE DU SUD;10820;851,6;19336;0,097;0,0076;0,173;40;ASP_CIE_2018.csv;2018;2
201802;ABR;ASL AIRLINES IRELAND;E;IRLANDE;278;1499,4;15272;0;0,0011;0,011;491;ASP_CIE_2018.csv;2018;2
201802;ABW;AIRBRIDGE CARGO AIRLINES;E;RUSSIE (FED. DE);0;2639,9;26399;0;0,0076;0,076;24;ASP_CIE_2018.csv;2018;2
201802;ACA;AIR CANADA;E;CANADA;37492;1878,1;56273;0,216;0,0108;0,324;138;ASP_CIE_2018.csv;2018;2
201802;ACI;AIRCALIN;F;FRANCE (OM);34080;327,1;37351;0,136;0,0016;0,152;317;ASP_CIE_2018.csv;2018;2
201802;AEA;AIR EUROPA;E;ESPAGNE;74044;84,2;74886;0,089;0,0001;0,09;482;ASP_CIE_2018.csv;2018;2
201802;AEE;AEGEAN AIRLINES;E;GRECE;20947;88;21827;0,044;0,0002;0,046;135;ASP_CIE_2018.csv;2018;2
201802;AFL;AEROFLOT;E;RUSSIE (FED. DE);45750;347,7;49227;0,12;0,0009;0,129;412;ASP_CIE_2018.csv;2018;2
201802;AFR;AIR FRANCE;F;FRANCE;3093020;40377,3;3496793;10,179;0,2924;13,103;21665;ASP_CIE_2018.csv;2018;2
201802;AIC;AIR INDIA;E;INDE;12167;593,6;18103;0,08;0,0039;0,119;56;ASP_CIE_2018.csv;2018;2
201802;AMC;AIR MALTA;E;MALTE;10830;34,2;11172;0,019;0,0001;0,02;80;ASP_CIE_2018.csv;2018;2
201802;AMX;AEROMEXICO;E;MEXIQUE;12608;680,5;19413;0,116;0,0063;0,179;56;ASP_CIE_2018.csv;2018;2
201802;ANA;ANA ALL NIPPON AIRWAYS;E;JAPON;10768;1677,9;27547;0,105;0,0163;0,268;56;ASP_CIE_2018.csv;2018;2
201802;ANE;AIR NOSTRUM;E;ESPAGNE;39525;0;39525;0,03;0;0,03;646;ASP_CIE_2018.csv;2018;2
201802;AUA;AUSTRIAN AIRLINES;E;AUTRICHE;32264;84,1;33105;0,031;0,0001;0,032;320;ASP_CIE_2018.csv;2018;2
201802;AUI;UKRAINE INTL AIRLINES;E;UKRAINE;12938;81;13748;0,026;0,0002;0,028;96;ASP_CIE_2018.csv;2018;2
201802;AWC;TITAN AIRWAYS;E;ROYAUME-UNI;13850;7,7;13927;0,012;0;0,012;81;ASP_CIE_2018.csv;2018;2
201802;AZA;ALITALIA;E;ITALIE;79195;25,8;79453;0,09;0;0,09;781;ASP_CIE_2018.csv;2018;2
201802;BAW;BRITISH AIRWAYS;E;ROYAUME-UNI;179670;293,8;182608;0,132;0,0001;0,133;1576;ASP_CIE_2018.csv;2018;2
201802;BCS;EAT/EUROPEAN AIR TRANSP;E;ALLEMAGNE;0;10536,1;105361;0;0,009;0,09;609;ASP_CIE_2018.csv;2018;2
201802;BEE;FLYBE;E;ROYAUME-UNI;66386;4,1;66427;0,042;0;0,042;936;ASP_CIE_2018.csv;2018;2
201802;BEL;BRUSSELS AIRLINES;E;BELGIQUE;80820;13,2;80952;0,052;0;0,052;904;ASP_CIE_2018.csv;2018;2
201802;BGA;AIRBUS TRANSPORT INTL;F;FRANCE;0;3999,6;39996;0;0,0036;0,036;229;ASP_CIE_2018.csv;2018;2
201802;BMS;BLUE AIR;E;ROUMANIE;15828;0;15828;0,028;0;0,028;122;ASP_CIE_2018.csv;2018;2
201802;BTI;AIR BALTIC;E;LETTONIE;11208;81,1;12019;0,019;0,0001;0,02;116;ASP_CIE_2018.csv;2018;2
201802;CCA;AIR CHINA INTL;E;CHINE;31381;2974,7;61128;0,264;0,0249;0,513;138;ASP_CIE_2018.csv;2018;2
201802;CCM;AIR CORSICA;F;FRANCE;103032;157,1;104603;0,057;0,0001;0,058;1278;ASP_CIE_2018.csv;2018;2
201802;CES;CHINA EASTERN AIRLINES;E;CHINE;26630;2048,2;47112;0,245;0,019;0,435;124;ASP_CIE_2018.csv;2018;2
201802;CFE;BA CITYFLYER;E;ROYAUME-UNI;12642;3,1;12673;0,009;0;0,009;214;ASP_CIE_2018.csv;2018;2
201802;CPA;CATHAY PACIFIC;E;HONG KONG (CHINE);20365;3718,5;57550;0,196;0,0357;0,553;96;ASP_CIE_2018.csv;2018;2
201802;CRL;CORSAIR;F;FRANCE;110380;1798,2;128362;0,723;0,0118;0,841;337;ASP_CIE_2018.csv;2018;2
201802;CSA;CSA CZECH AIRLINES;E;TCHEQUIE;21643;37,9;22022;0,018;0;0,018;201;ASP_CIE_2018.csv;2018;2
201802;CSN;CHINA SOUTHERN AIRLINES;E;CHINE;10378;945,9;19837;0,098;0,009;0,188;52;ASP_CIE_2018.csv;2018;2
201802;DAH;AIR ALGERIE;E;ALGERIE;168991;1797;186961;0,203;0,0024;0,227;1694;ASP_CIE_2018.csv;2018;2
201802;DAL;DELTA AIR LINES;E;ETATS-UNIS;87847;5261,9;140466;0,593;0,0355;0,948;483;ASP_CIE_2018.csv;2018;2
201802;DLH;LUFTHANSA;E;ALLEMAGNE;229754;1187,7;241631;0,158;0,0007;0,165;2655;ASP_CIE_2018.csv;2018;2
201802;EIN;AER LINGUS;E;IRLANDE;57761;94,3;58704;0,051;0,0001;0,052;416;ASP_CIE_2018.csv;2018;2
201802;EJU;EASYJET EUROPE;E;AUTRICHE;207116;0;207116;0,171;0;0,171;1380;ASP_CIE_2018.csv;2018;2
201802;ELY;EL AL;E;ISRAEL;25921;562,1;31542;0,084;0,0018;0,102;160;ASP_CIE_2018.csv;2018;2
201802;ENT;ENTER AIR;E;POLOGNE;10223;0,8;10231;0,015;0;0,015;69;ASP_CIE_2018.csv;2018;2
201802;ETD;ETIHAD AIRWAYS;E;EMIRATS ARABES UNIS;37125;3320,4;70329;0,195;0,0174;0,369;128;ASP_CIE_2018.csv;2018;2
201802;ETH;ETHIOPIAN AIRLINES;E;ETHIOPIE;14664;466,9;19333;0,082;0,0026;0,108;56;ASP_CIE_2018.csv;2018;2
201802;EVA;EVA AIR;E;TAIWAN;14596;1791,6;32512;0,143;0,0176;0,319;56;ASP_CIE_2018.csv;2018;2
201802;EWG;EUROWINGS;E;ALLEMAGNE;46187;0;46187;0,029;0;0,029;683;ASP_CIE_2018.csv;2018;2
201802;EXS;JET2.COM;E;ROYAUME-UNI;20882;0;20882;0,02;0;0,02;147;ASP_CIE_2018.csv;2018;2
201802;EZS;EASYJET SWITZERLAND;E;SUISSE;280479;0;280479;0,271;0;0,271;1853;ASP_CIE_2018.csv;2018;2
201802;EZY;EASYJET R-U;E;ROYAUME-UNI;1019476;1,9;1019495;0,871;0;0,871;6755;ASP_CIE_2018.csv;2018;2
201802;FBU;FRENCH BEE;F;FRANCE;15967;517,7;21144;0,15;0,0048;0,198;52;ASP_CIE_2018.csv;2018;2
201802;FDX;FEDEX EXPRESS;E;ETATS-UNIS;0;27848,5;278485;0;0,0957;0,957;961;ASP_CIE_2018.csv;2018;2
201802;FIN;FINNAIR;E;FINLANDE;34619;87;35489;0,066;0,0002;0,068;290;ASP_CIE_2018.csv;2018;2
201802;FPO;ASL AIRLINES FRANCE;F;FRANCE;9531;3372,9;43260;0,019;0,0021;0,04;403;ASP_CIE_2018.csv;2018;2
201802;FWI;AIR CARAIBES;F;FRANCE (OM);139909;1347,2;153381;0,802;0,0092;0,894;938;ASP_CIE_2018.csv;2018;2
201802;GMI;GERMANIA;E;ALLEMAGNE;14240;8,6;14326;0,016;0;0,016;123;ASP_CIE_2018.csv;2018;2
201802;GUY;CAIRE - AIR GUYANE EXPRESS;F;FRANCE (OM);26620;81,6;27436;0,007;0;0,007;1517;ASP_CIE_2018.csv;2018;2
201802;HOP;AIR FRANCE HOP!;F;FRANCE;311756;0,1;311757;0,176;0;0,176;5633;ASP_CIE_2018.csv;2018;2
201802;HVN;VIETNAM AIRLINES;E;VIETNAM;21567;1589,1;37458;0,204;0,015;0,354;80;ASP_CIE_2018.csv;2018;2
201802;IBE;IBERIA;E;ESPAGNE;47510;16;47670;0,05;0;0,05;326;ASP_CIE_2018.csv;2018;2
201802;IBK;NORWEGIAN AIR INTERNATIONAL;E;IRLANDE;53613;50,2;54115;0,103;0,0001;0,104;352;ASP_CIE_2018.csv;2018;2
201802;IBS;IBERIA EXPRESS;E;ESPAGNE;44238;29;44528;0,039;0;0,039;328;ASP_CIE_2018.csv;2018;2
201802;ICE;ICELANDAIR;E;ISLANDE;13857;60,3;14460;0,031;0,0001;0,032;96;ASP_CIE_2018.csv;2018;2
201802;JAF;TUIFLY BELGIUM;E;BELGIQUE;61102;38,9;61491;0,131;0,0001;0,132;490;ASP_CIE_2018.csv;2018;2
201802;JAI;JET AIRWAYS INDIA;E;INDE;26129;2837,9;54508;0,193;0,0206;0,399;96;ASP_CIE_2018.csv;2018;2
201802;JAL;JAPAN AIRLINES;E;JAPON;12746;991,7;22663;0,124;0,0096;0,22;56;ASP_CIE_2018.csv;2018;2
201802;JON;JOON;F;FRANCE;128065;121;129275;0,131;0,0002;0,133;902;ASP_CIE_2018.csv;2018;2
201802;KAL;KOREAN AIR;E;COREE DU SUD;19019;1989,2;38911;0,17;0,0177;0,347;78;ASP_CIE_2018.csv;2018;2
201802;KLC;KLM/CITYHOPPER;E;PAYS-BAS;28181;0,9;28190;0,025;0;0,025;318;ASP_CIE_2018.csv;2018;2
201802;KLM;KLM;E;PAYS-BAS;98362;147,4;99836;0,062;0,0001;0,063;818;ASP_CIE_2018.csv;2018;2
201802;KQA;KENYA AIRWAYS;E;KENYA;9906;427,5;14181;0,058;0,0028;0,086;72;ASP_CIE_2018.csv;2018;2
201802;LBT;NOUVELAIR;E;TUNISIE;32732;7,3;32805;0,046;0;0,046;236;ASP_CIE_2018.csv;2018;2
201802;LGL;LUXAIR;E;LUXEMBOURG;11073;0,1;11074;0,005;0;0,005;230;ASP_CIE_2018.csv;2018;2
201802;LOT;LOT POLISH AIRLINES;E;POLOGNE;20399;115,6;21555;0,028;0,0002;0,03;224;ASP_CIE_2018.csv;2018;2
201802;MAC;AIR ARABIA MAROC;E;MAROC;36966;5,7;37023;0,059;0;0,059;318;ASP_CIE_2018.csv;2018;2
201802;MAU;AIR MAURITIUS;E;MAURICE;34584;1084,1;45425;0,167;0,0076;0,243;340;ASP_CIE_2018.csv;2018;2
201802;MEA;MIDDLE EAST AIRLINES;E;LIBAN;23372;455,8;27930;0,075;0,0015;0,09;113;ASP_CIE_2018.csv;2018;2
201802;MNB;MNG AIRLINES;E;TURQUIE;0;1541,8;15418;0;0,002;0,02;40;ASP_CIE_2018.csv;2018;2
201802;MSR;EGYPT AIR;E;EGYPTE;14154;1138,7;25541;0,045;0,0037;0,082;80;ASP_CIE_2018.csv;2018;2
201802;NAX;NORWEGIAN;E;NORVEGE;56587;1287,3;69460;0,263;0,0094;0,357;263;ASP_CIE_2018.csv;2018;2
201802;NPT;ATLANTIC AIRLINES UK;E;ROYAUME-UNI;16;1563,6;15652;0;0,0008;0,008;169;ASP_CIE_2018.csv;2018;2
201802;OMA;OMAN AIR;E;OMAN;13728;1082,9;24557;0,077;0,006;0,137;56;ASP_CIE_2018.csv;2018;2
201802;PGT;PEGASUS;E;TURQUIE;44625;73,3;45358;0,093;0,0002;0,095;281;ASP_CIE_2018.csv;2018;2
201802;QTR;QATAR AIRWAYS;E;QATAR;60224;3794,3;98167;0,298;0,0179;0,477;256;ASP_CIE_2018.csv;2018;2
201802;RAM;ROYAL AIR MAROC;E;MAROC;131235;445,8;135693;0,238;0,0008;0,246;1116;ASP_CIE_2018.csv;2018;2
201802;REU;AIR AUSTRAL;F;FRANCE (OM);61287;1365,9;74946;0,307;0,0103;0,41;473;ASP_CIE_2018.csv;2018;2
201802;RYR;RYANAIR;E;IRLANDE;560995;68,2;561677;0,616;0,0001;0,617;3433;ASP_CIE_2018.csv;2018;2
201802;SAS;SAS;E;SUEDE;35337;121,3;36550;0,047;0,0002;0,049;302;ASP_CIE_2018.csv;2018;2
201802;SIA;SINGAPORE AIRLINES;E;SINGAPOUR;15723;1895,3;34676;0,169;0,0203;0,372;80;ASP_CIE_2018.csv;2018;2
201802;SRR;STAR AIR DANEMARK;E;DANEMARK;0;4575;45750;0;0,0028;0,028;259;ASP_CIE_2018.csv;2018;2
201802;SVA;SAUDIA;E;ARABIE SAOUDITE;22672;1500,6;37678;0,103;0,0068;0,171;106;ASP_CIE_2018.csv;2018;2
201802;SWR;SWISS;E;SUISSE;45424;413,6;49560;0,021;0,0002;0,023;432;ASP_CIE_2018.csv;2018;2
201802;TAM;TAM/BRASIL;E;BRESIL;18736;2406,2;42798;0,176;0,0227;0,403;56;ASP_CIE_2018.csv;2018;2
201802;TAP;TAP AIR PORTUGAL;E;PORTUGAL;112087;92;113007;0,149;0,0001;0,15;1039;ASP_CIE_2018.csv;2018;2
201802;TAR;TUNISAIR;E;TUNISIE;89017;271,9;91736;0,113;0,0004;0,117;775;ASP_CIE_2018.csv;2018;2
201802;TAY;ASL AIRLINES BELGIUM;E;BELGIQUE;1;2451,3;24514;0;0,0017;0,017;424;ASP_CIE_2018.csv;2018;2
201802;THA;THAI AIRWAYS INTL;E;THAILANDE;24568;594,4;30512;0,232;0,0056;0,288;56;ASP_CIE_2018.csv;2018;2
201802;THT;AIR TAHITI NUI;F;FRANCE (OM);30707;822,1;38928;0,231;0,0067;0,298;139;ASP_CIE_2018.csv;2018;2
201802;THY;TURKISH AIRLINES;E;TURQUIE;95065;2180,6;116871;0,202;0,0048;0,25;628;ASP_CIE_2018.csv;2018;2
201802;TOM;TUI AIRWAYS;E;ROYAUME-UNI;25522;12,4;25646;0,024;0;0,024;146;ASP_CIE_2018.csv;2018;2
201802;TPC;AIR CALEDONIE;F;FRANCE (OM);33504;122,3;34727;0,006;0;0,006;832;ASP_CIE_2018.csv;2018;2
201802;TRA;TRANSAVIA PAYS BAS;E;PAYS-BAS;18511;0,7;18518;0,014;0;0,014;129;ASP_CIE_2018.csv;2018;2
201802;TSC;AIR TRANSAT;E;CANADA;23747;66;24407;0,122;0,0004;0,126;86;ASP_CIE_2018.csv;2018;2
201802;TVF;TRANSAVIA FRANCE;F;FRANCE;343451;0;343451;0,548;0;0,548;2020;ASP_CIE_2018.csv;2018;2
201802;TVS;TRAVEL SERVICE / SMARTWINGS;E;TCHEQUIE;14782;0;14782;0,039;0;0,039;131;ASP_CIE_2018.csv;2018;2
201802;UAE;EMIRATES;E;EMIRATS ARABES UNIS;117165;3660,5;153770;0,6;0,0188;0,788;264;ASP_CIE_2018.csv;2018;2
201802;UAL;UNITED AIRLINES;E;ETATS-UNIS;31675;2960,7;61282;0,214;0,02;0,414;188;ASP_CIE_2018.csv;2018;2
201802;UPS;UPS AIRLINES;E;ETATS-UNIS;0;1418,1;14181;0;0,0036;0,036;81;ASP_CIE_2018.csv;2018;2
201802;VLG;VUELING AIRLINES;E;ESPAGNE;320348;1,8;320366;0,31;0;0,31;2164;ASP_CIE_2018.csv;2018;2
201802;VOE;VOLOTEA;E;ESPAGNE;65113;0;65113;0,07;0;0,07;537;ASP_CIE_2018.csv;2018;2
201802;VTA;AIR TAHITI;F;FRANCE (OM);52769;112,7;53896;0,019;0,0001;0,02;1653;ASP_CIE_2018.csv;2018;2
201802;WOW;WOW AIR;E;ISLANDE;17443;104;18483;0,039;0,0002;0,041;86;ASP_CIE_2018.csv;2018;2
201802;WZZ;WIZZ AIR;E;HONGRIE;81888;0;81888;0,114;0;0,114;512;ASP_CIE_2018.csv;2018;2
201802;XLF;XL AIRWAYS FRANCE;F;FRANCE;52090;207,8;54168;0,38;0,0015;0,395;205;ASP_CIE_2018.csv;2018;2
201802;ZZE; AUTRES CIE (E);E;_ZZ_E;256734;3254;289274;0,654;0,0127;0,781;11216;ASP_CIE_2018.csv;2018;2
201802;ZZF; AUTRES CIE (F);F;_ZZ_F;38372;219;40562;0,068;0,0003;0,071;5004;ASP_CIE_2018.csv;2018;2
201803;AAF;AIGLE AZUR;F;FRANCE;150602;185;152452;0,214;0,0003;0,217;1098;ASP_CIE_2018.csv;2018;3
201803;AAL;AMERICAN AIRLINES;E;ETATS-UNIS;54011;3754,1;91552;0,369;0,026;0,629;272;ASP_CIE_2018.csv;2018;3
201803;AAR;ASIANA AIRLINES;E;COREE DU SUD;10737;1077,6;21513;0,096;0,0096;0,192;44;ASP_CIE_2018.csv;2018;3
201803;ABR;ASL AIRLINES IRELAND;E;IRLANDE;166;1986,2;20028;0;0,0014;0,014;563;ASP_CIE_2018.csv;2018;3
201803;ABW;AIRBRIDGE CARGO AIRLINES;E;RUSSIE (FED. DE);0;4118,2;41182;0;0,0105;0,105;36;ASP_CIE_2018.csv;2018;3
201803;ACA;AIR CANADA;E;CANADA;50408;2153,9;71947;0,29;0,0125;0,415;160;ASP_CIE_2018.csv;2018;3
201803;ACI;AIRCALIN;F;FRANCE (OM);33067;410,7;37174;0,134;0,002;0,154;340;ASP_CIE_2018.csv;2018;3
201803;AEA;AIR EUROPA;E;ESPAGNE;82796;91,2;83708;0,1;0,0001;0,101;533;ASP_CIE_2018.csv;2018;3
201803;AEE;AEGEAN AIRLINES;E;GRECE;30436;114,9;31585;0,062;0,0002;0,064;201;ASP_CIE_2018.csv;2018;3
201803;AFL;AEROFLOT;E;RUSSIE (FED. DE);54017;413,7;58154;0,144;0,0011;0,155;458;ASP_CIE_2018.csv;2018;3
